Headline,Description,Sentiment,Date,Link
Brother arrested for arsenal of weapons in NYC home,Two brothers have been indicted on 130 counts of criminal possession of a weapon and related charges after an arsenal of improvised explosive devices and ghost guns including assault rifles was found inside an Astoria apartment NBC New Yorks Marc Santia reports\n,-0.5640013217926025,2024-01-29,https://www.nbcnewyork.com/on-air/as-seen-on/brother-arrested-for-arsenal-of-weapons-in-nyc-home/5085889/
Man dies at Prospect Park Brooklyn subway stop in fall between train cars,The unidentified man was trying to board an out-of-service Q train at the Prospect Park,-0.6489731669425964,2024-01-24,https://www.nydailynews.com/2024/01/24/man-dies-at-brooklyn-subway-stop-in-fall-between-subway-cars/
Brooklyn woman killed by pick-up driver mourned as selfless mother wife,Bruce Zurrow was charged with failure to yield to a pedestrian and failure to exercise,-0.7105846405029297,2024-01-29,https://www.nydailynews.com/2024/01/29/brooklyn-driver-72-charged-in-crash-that-killed-woman-crossing-street/
Elderly mafia boss 86 gets short sentence in union shakedown due to age,Benjamin The Claw Castellazzo the underboss of the Colombo crime family according to the feds,-0.21163492670676476,2024-01-22,https://www.nydailynews.com/2024/01/22/elderly-mafia-boss-86-gets-short-sentence-in-union-shakedown-due-to-age/
Brooklyn pals Eric Smokes and David Warren cleared of 1987 Times Square tourist murder,Eric Smokes and David Warren were cleared in the 1987 Times Square murder of French,-0.07385238806676853,2024-01-31,https://www.nydailynews.com/2024/01/31/brooklyn-pals-eric-smokes-and-david-warren-cleared-of-1987-times-square-tourist-murder/
‘Cowards 7 arrested in Times Square attack on NYPD officers,Another two people were arrested late Wednesday in connection with an attack on two NYPD officers in Times Square over the weekend bringing the total to seven officials say Authorities say the caught-on-camera brawl erupted Saturday night as cops tried to break up a group of migrants in front of a shelter on 42nd Street steps from the New Amsterdam\n,-0.7246846556663513,2024-01-31,https://www.nbcnewyork.com/news/local/nypd-officers-attacked-times-square/5091375/
Unhinged man slashes three NYPD officers with machete in Brooklyn,The officers were responding to a 911 call about a man acting erratically in East,-0.709255039691925,2024-01-22,https://www.nydailynews.com/2024/01/22/unhinged-man-slashes-three-nypd-officers-with-machete-in-brooklyn/
3rd suspect arrested in murder of teacher on Long Island,A third person has been arrested in connection with the murder of Kimberly Midgette 44,-0.6328862905502319,2024-01-23,https://www.nydailynews.com/2024/01/23/long-island-teacher-kimberly-midgette-murder-suspect-arrested/
Manslaughter charge for NYPD sergeant in cooler toss that killed suspect,Sgt Erik Duran 36 is also facing criminally negligent homicide and assault charges for the,-0.6844316124916077,2024-01-23,https://www.nydailynews.com/2024/01/23/manslaughter-charge-for-nypd-sergeant-in-cooler-toss-that-killed-suspect/
Opening statements start Monday in murder trial of Run-DMC star Jam Master Jay,Opening statements are set for Monday in the federal murder trial of Karl Jordan Jr and Ronald Washington who were arrested in 2020 \n,-0.17870261831825474,2024-01-28,https://www.nbcnewyork.com/news/local/crime-and-courts/opening-statements-start-monday-in-murder-trial-of-run-dmc-star-jam-master-jay/5081504/
Police seek vandal who spray-painted Westchester Co stores,Both of the targeted businesses had we stand with Israel posters displayed in their front windows,-0.6572166085243225,2024-01-25,https://www.cbsnews.com/newyork/news/antisemitic-spray-paint-golden-horseshoe-shopping-center/
Gov Kathy Hochul looks to expand New Yorks hate crime laws,Hochul spoke Thursday in Manhattan about her push to increase the number of offenses that can be prosecuted,0.11709048118867926,2024-01-25,https://www.cbsnews.com/newyork/news/gov-kathy-hochul-looks-to-expand-new-yorks-hate-crime-laws/
